passenger_id,driver_id,time_of_trip,interaction
P64,D30,morning,0
P64,D35,morning,1
P64,D80,afternoon,0
P64,D54,night,0
P64,D53,morning,0
P64,D60,morning,0
P64,D16,afternoon,1
P64,D26,night,0
P64,D36,night,1
P64,D82,afternoon,0
P64,D64,morning,0
P64,D50,morning,1
P64,D38,morning,0
P64,D40,afternoon,0
P64,D79,night,1
P64,D29,night,0
P64,D83,evening,0
P64,D81,morning,1
P64,D42,evening,0
P64,D2,night,0
P64,D78,afternoon,0
P64,D47,morning,0
P64,D11,night,0
P64,D24,afternoon,0
P64,D9,morning,0
P64,D34,afternoon,0
P64,D51,night,0
P64,D73,night,0
P64,D3,evening,0
P64,D56,morning,0
P64,D0,evening,0
P64,D71,night,0
P64,D85,evening,0
P64,D22,evening,0
P64,D62,evening,0
P64,D84,evening,0
P64,D69,morning,0
P64,D14,night,1
P64,D10,evening,0
P64,D89,afternoon,0
P64,D44,morning,0
P64,D4,night,0
P64,D5,evening,0
P64,D52,morning,0
P64,D20,morning,0
P64,D7,night,0
P64,D77,night,0
P64,D32,evening,1
P64,D87,afternoon,0
P64,D39,evening,0
P65,D55,morning,0
P65,D49,evening,0
P65,D53,night,0
P65,D16,evening,0
P65,D83,night,0
P65,D38,evening,0
P65,D15,night,0
P65,D35,night,1
P65,D4,afternoon,0
P65,D62,night,0
P65,D68,evening,1
P65,D51,night,0
P65,D30,afternoon,0
P65,D17,afternoon,0
P65,D72,evening,0
P65,D84,morning,0
P65,D5,afternoon,0
P65,D21,afternoon,0
P65,D33,morning,0
P65,D25,night,0
P65,D41,evening,0
P65,D43,night,0
P65,D37,night,0
P65,D12,morning,0
P65,D19,afternoon,0
P65,D56,morning,0
P65,D32,afternoon,0
P65,D76,night,0
P65,D2,morning,0
P65,D24,night,0
P65,D52,night,0
P65,D39,morning,0
P65,D9,night,0
P65,D66,morning,0
P65,D40,night,0
P65,D81,evening,1
P65,D60,afternoon,0
P65,D29,evening,0
P65,D75,morning,0
P65,D3,evening,0
P65,D42,afternoon,0
P65,D85,night,0
P65,D79,morning,1
P65,D22,morning,0
P65,D78,night,0
P65,D61,morning,0
P65,D8,afternoon,0
P65,D54,morning,1
P65,D73,evening,0
P65,D28,night,1
P65,D23,evening,0
P65,D59,morning,0
P65,D47,morning,0
P65,D10,morning,0
P65,D14,night,0
P65,D20,afternoon,0
P65,D50,morning,0
P65,D7,afternoon,0
P65,D57,night,0
P65,D74,evening,0
P66,D42,afternoon,0
P66,D33,morning,0
P66,D70,afternoon,0
P66,D56,afternoon,0
P66,D38,evening,0
P66,D12,afternoon,0
P66,D64,afternoon,1
P66,D68,morning,0
P66,D47,night,0
P66,D54,afternoon,0
P66,D60,afternoon,0
P66,D1,afternoon,0
P66,D5,afternoon,0
P66,D49,afternoon,0
P66,D36,evening,1
P66,D37,night,0
P66,D48,morning,0
P66,D7,night,0
P66,D0,morning,0
P66,D21,evening,0
P66,D84,morning,0
P66,D27,evening,0
P66,D40,morning,1
P66,D14,morning,0
P66,D52,morning,0
P66,D46,night,0
P66,D63,night,0
P66,D8,night,0
P66,D87,evening,0
P66,D29,night,0
P66,D75,night,0
P66,D10,night,0
P66,D53,afternoon,0
P66,D59,night,1
P66,D67,afternoon,0
P66,D28,afternoon,0
P66,D85,night,0
P66,D73,morning,0
P66,D22,night,0
P66,D26,afternoon,1
P66,D51,afternoon,0
P66,D77,night,0
P66,D11,night,0
P66,D19,afternoon,0
P66,D76,morning,0
P66,D65,morning,0
P66,D88,afternoon,0
P66,D18,morning,0
P66,D89,morning,0
P66,D86,afternoon,0
P66,D32,morning,0
P66,D83,evening,0
P66,D17,evening,0
P66,D31,morning,0
P66,D30,evening,0
P66,D78,night,0
P66,D61,morning,0
P66,D13,morning,0
P66,D71,morning,0
P66,D45,morning,0
P67,D13,night,0
P67,D53,night,0
P67,D68,night,1
P67,D66,morning,0
P67,D55,night,0
P67,D60,morning,0
P67,D11,night,0
P67,D57,afternoon,0
P67,D16,afternoon,1
P67,D19,evening,0
P67,D7,morning,0
P67,D12,evening,0
P67,D32,morning,0
P67,D79,afternoon,0
P67,D72,afternoon,0
P67,D71,night,1
P67,D88,night,0
P67,D73,afternoon,0
P67,D85,morning,0
P67,D70,night,0
P67,D41,night,0
P67,D1,evening,0
P67,D27,night,0
P67,D0,morning,0
P67,D58,evening,0
P67,D36,morning,1
P67,D6,evening,1
P67,D3,morning,0
P67,D56,night,0
P67,D80,afternoon,0
P67,D42,night,0
P67,D61,morning,0
P67,D83,morning,0
P67,D20,evening,0
P67,D29,morning,0
P67,D33,afternoon,0
P67,D82,night,0
P67,D50,night,0
P67,D52,evening,0
P67,D18,afternoon,0
P67,D59,morning,1
P67,D47,morning,0
P67,D10,morning,1
P67,D63,afternoon,0
P67,D9,evening,0
P67,D62,afternoon,1
P67,D25,night,0
P67,D86,night,0
P67,D35,morning,1
P67,D89,evening,0
P67,D81,night,1
P67,D37,morning,0
P67,D44,night,0
P67,D30,afternoon,0
P67,D2,night,0
P67,D4,afternoon,0
P67,D46,evening,0
P67,D43,afternoon,0
P67,D26,evening,0
P67,D5,afternoon,1
P68,D28,afternoon,0
P68,D54,morning,0
P68,D69,night,0
P68,D83,morning,0
P68,D73,evening,0
P68,D16,evening,0
P68,D87,morning,0
P68,D25,afternoon,0
P68,D60,evening,0
P68,D58,morning,0
P68,D12,night,0
P68,D17,afternoon,0
P68,D14,night,0
P68,D84,morning,0
P68,D40,evening,1
P68,D18,morning,0
P68,D23,night,0
P68,D36,morning,1
P68,D6,morning,0
P68,D9,morning,0
P68,D56,night,0
P68,D20,afternoon,0
P68,D29,morning,0
P68,D38,evening,0
P68,D21,morning,0
P68,D77,afternoon,0
P68,D15,afternoon,0
P68,D2,night,0
P68,D4,evening,0
P68,D35,evening,1
P68,D59,night,1
P68,D65,afternoon,0
P68,D45,afternoon,1
P68,D48,night,0
P68,D5,morning,0
P68,D82,night,0
P68,D24,night,0
P68,D89,night,0
P68,D85,evening,0
P68,D55,morning,0
P68,D79,morning,0
P68,D0,evening,0
P68,D67,morning,0
P68,D72,morning,0
P68,D57,evening,0
P68,D39,afternoon,0
P68,D30,night,0
P68,D32,evening,0
P68,D80,evening,1
P68,D49,evening,0
P68,D10,morning,0
P68,D66,night,0
P68,D51,afternoon,0
P68,D7,evening,1
P68,D34,morning,0
P68,D81,afternoon,1
P68,D71,night,0
P68,D76,evening,0
P68,D27,night,0
P68,D42,morning,0
P69,D15,morning,1
P69,D54,evening,1
P69,D26,afternoon,0
P69,D20,evening,1
P69,D77,afternoon,0
P69,D14,evening,0
P69,D31,afternoon,0
P69,D74,night,0
P69,D79,morning,1
P69,D56,morning,1
P69,D72,morning,0
P69,D41,morning,0
P69,D22,morning,0
P69,D82,morning,0
P69,D0,night,0
P69,D45,evening,0
P69,D11,evening,0
P69,D69,morning,1
P69,D13,afternoon,0
P69,D30,night,0
P69,D33,afternoon,0
P69,D40,night,0
P69,D75,evening,0
P69,D5,night,0
P69,D89,morning,0
P69,D67,evening,0
P69,D62,evening,0
P69,D53,evening,0
P69,D8,afternoon,1
P69,D38,morning,1
P69,D76,night,0
P69,D64,night,0
P69,D63,afternoon,0
P69,D37,evening,0
P69,D35,morning,1
P69,D42,evening,0
P69,D80,night,0
P69,D78,evening,0
P69,D3,morning,0
P69,D10,afternoon,1
P69,D55,morning,0
P69,D27,afternoon,1
P69,D81,afternoon,1
P69,D51,evening,1
P69,D66,night,0
P69,D47,evening,0
P69,D21,afternoon,0
P69,D24,morning,1
P69,D2,night,1
P69,D7,afternoon,0
P69,D1,night,0
P69,D71,night,0
P69,D59,evening,1
P69,D52,evening,0
P69,D36,evening,1
P69,D87,night,0
P69,D23,night,1
P69,D73,morning,1
P69,D58,afternoon,0
P69,D29,morning,0
P70,D41,morning,0
P70,D34,morning,0
P70,D73,morning,0
P70,D87,afternoon,0
P70,D45,night,1
P70,D55,afternoon,0
P70,D13,evening,1
P70,D67,evening,0
P70,D48,morning,0
P70,D84,evening,0
P70,D63,afternoon,0
P70,D32,evening,0
P70,D8,afternoon,1
P70,D17,afternoon,0
P70,D43,evening,0
P70,D27,evening,0
P70,D31,night,0
P70,D24,afternoon,0
P70,D16,night,0
P70,D4,night,0
P70,D46,afternoon,0
P70,D56,night,0
P70,D6,night,0
P70,D58,morning,0
P70,D1,night,0
P70,D77,afternoon,0
P70,D62,morning,0
P70,D25,evening,1
P70,D9,evening,0
P70,D71,night,0
P70,D38,evening,0
P70,D52,night,0
P70,D42,morning,0
P70,D30,night,0
P70,D88,morning,0
P70,D23,morning,1
P70,D54,morning,0
P70,D85,night,0
P70,D65,night,0
P70,D2,morning,0
P70,D18,morning,0
P70,D10,afternoon,0
P70,D28,morning,0
P70,D7,night,0
P70,D83,afternoon,0
P70,D81,night,1
P70,D33,morning,0
P70,D53,afternoon,0
P70,D39,evening,0
P70,D80,evening,1
P70,D76,evening,0
P70,D14,afternoon,0
P70,D74,night,0
P70,D11,morning,0
P70,D26,night,1
P70,D61,morning,1
P70,D66,morning,0
P70,D44,evening,0
P70,D3,night,0
P70,D5,morning,0
P71,D48,afternoon,1
P71,D18,night,0
P71,D21,morning,0
P71,D47,afternoon,0
P71,D49,afternoon,0
P71,D81,evening,0
P71,D54,evening,0
P71,D88,afternoon,0
P71,D86,morning,0
P71,D15,night,0
P71,D61,evening,0
P71,D77,afternoon,0
P71,D89,evening,0
P71,D8,night,0
P71,D36,evening,1
P71,D17,night,0
P71,D60,evening,0
P71,D32,evening,0
P71,D45,afternoon,0
P71,D2,night,0
P71,D7,afternoon,0
P71,D73,night,0
P71,D13,night,0
P71,D12,evening,0
P71,D38,evening,0
P71,D85,night,0
P71,D5,evening,0
P71,D20,evening,0
P71,D33,morning,0
P71,D29,morning,0
P71,D82,afternoon,0
P71,D70,night,0
P71,D28,morning,1
P71,D46,night,0
P71,D26,night,0
P71,D10,afternoon,0
P71,D6,morning,0
P71,D52,morning,0
P71,D53,morning,0
P71,D75,morning,0
P71,D11,evening,0
P71,D23,afternoon,0
P71,D84,afternoon,0
P71,D63,night,0
P71,D16,night,0
P71,D44,afternoon,0
P71,D69,night,0
P71,D58,afternoon,0
P71,D64,afternoon,0
P71,D27,night,0
P71,D59,morning,0
P71,D1,morning,0
P71,D25,night,0
P71,D62,afternoon,0
P71,D50,morning,0
P71,D56,night,0
P71,D65,morning,0
P71,D55,night,0
P71,D43,afternoon,0
P71,D9,night,0
P72,D7,evening,0
P72,D69,morning,1
P72,D63,afternoon,0
P72,D83,morning,0
P72,D56,night,1
P72,D35,night,1
P72,D58,afternoon,0
P72,D21,morning,0
P72,D61,night,0
P72,D52,evening,0
P72,D15,afternoon,1
P72,D51,evening,1
P72,D42,morning,0
P72,D16,night,0
P72,D12,afternoon,0
P72,D59,evening,0
P72,D39,morning,0
P72,D66,afternoon,0
P72,D88,morning,1
P72,D70,morning,0
P72,D14,morning,0
P72,D41,afternoon,0
P72,D67,morning,0
P72,D82,evening,0
P72,D24,night,0
P72,D36,morning,1
P72,D55,morning,0
P72,D89,afternoon,0
P72,D33,night,0
P72,D54,night,0
P72,D30,morning,0
P72,D8,morning,1
P72,D85,morning,0
P72,D4,evening,0
P72,D87,afternoon,0
P72,D65,night,0
P72,D34,night,0
P72,D48,afternoon,0
P72,D2,evening,0
P72,D86,morning,0
P72,D40,morning,0
P72,D50,evening,0
P72,D47,morning,0
P72,D38,afternoon,1
P72,D37,morning,0
P72,D62,morning,0
P72,D73,morning,0
P72,D75,evening,0
P72,D64,morning,0
P72,D18,evening,0
P72,D46,afternoon,0
P72,D22,evening,0
P72,D81,morning,1
P72,D10,morning,1
P72,D31,night,0
P72,D5,morning,0
P72,D57,night,0
P72,D27,afternoon,1
P72,D20,evening,0
P72,D3,afternoon,0
P73,D26,night,0
P73,D84,evening,0
P73,D31,afternoon,0
P73,D75,evening,0
P73,D25,morning,0
P73,D77,night,0
P73,D64,night,0
P73,D19,evening,0
P73,D8,evening,1
P73,D11,afternoon,0
P73,D53,night,0
P73,D45,evening,0
P73,D81,afternoon,1
P73,D47,afternoon,0
P73,D38,morning,1
P73,D42,night,0
P73,D88,morning,0
P73,D74,morning,0
P73,D63,morning,0
P73,D51,afternoon,0
P73,D70,night,0
P73,D89,afternoon,0
P73,D0,afternoon,0
P73,D28,night,0
P73,D13,morning,0
P73,D20,evening,1
P73,D41,night,0
P73,D4,night,0
P73,D14,night,0
P73,D62,afternoon,1
P73,D87,afternoon,0
P73,D72,morning,0
P73,D68,afternoon,0
P73,D71,morning,1
P73,D73,evening,0
P73,D36,morning,1
P73,D33,evening,0
P73,D2,evening,0
P73,D48,afternoon,0
P73,D7,evening,0
P73,D82,night,0
P73,D10,evening,0
P73,D22,afternoon,0
P73,D80,afternoon,0
P73,D83,night,0
P73,D12,morning,0
P73,D46,evening,0
P73,D54,evening,1
P73,D6,night,1
P73,D86,morning,0
P73,D66,morning,0
P73,D52,night,0
P73,D23,night,0
P73,D17,morning,0
P73,D27,afternoon,0
P73,D29,morning,0
P73,D55,night,0
P73,D9,night,1
P73,D1,morning,0
P73,D21,evening,0
P74,D70,night,0
P74,D55,evening,0
P74,D81,night,1
P74,D50,evening,1
P74,D45,morning,0
P74,D32,night,0
P74,D27,morning,0
P74,D18,night,0
P74,D77,evening,0
P74,D83,afternoon,0
P74,D61,night,0
P74,D2,afternoon,0
P74,D65,evening,0
P74,D86,afternoon,0
P74,D60,morning,0
P74,D19,morning,0
P74,D53,night,0
P74,D13,afternoon,0
P74,D80,morning,0
P74,D64,afternoon,1
P74,D67,morning,0
P74,D43,morning,0
P74,D37,morning,0
P74,D23,evening,0
P74,D44,night,0
P74,D62,morning,0
P74,D39,night,0
P74,D15,afternoon,0
P74,D4,afternoon,0
P74,D30,afternoon,0
P74,D24,evening,0
P74,D20,morning,0
P74,D34,afternoon,0
P74,D87,morning,0
P74,D71,afternoon,0
P74,D10,afternoon,0
P74,D72,night,0
P74,D63,evening,0
P74,D74,afternoon,0
P74,D28,evening,0
P74,D33,night,0
P74,D25,morning,0
P74,D9,evening,0
P74,D22,afternoon,0
P74,D8,night,0
P74,D11,evening,0
P74,D75,night,0
P74,D17,evening,0
P74,D3,afternoon,0
P74,D5,night,0
P74,D48,evening,0
P74,D85,morning,0
P74,D51,evening,0
P74,D59,night,0
P74,D12,afternoon,0
P74,D21,night,0
P74,D73,evening,0
P74,D47,night,0
P74,D79,morning,1
P74,D88,afternoon,0
P75,D19,evening,0
P75,D6,evening,1
P75,D12,evening,0
P75,D28,night,1
P75,D24,night,0
P75,D85,afternoon,0
P75,D68,evening,1
P75,D62,afternoon,1
P75,D80,evening,0
P75,D36,morning,1
P75,D82,evening,1
P75,D74,afternoon,0
P75,D42,night,0
P75,D88,morning,1
P75,D53,morning,0
P75,D57,evening,1
P75,D21,night,0
P75,D71,night,1
P75,D73,afternoon,0
P75,D18,evening,1
P75,D43,afternoon,0
P75,D79,afternoon,0
P75,D65,morning,0
P75,D4,morning,0
P75,D44,morning,1
P75,D20,night,1
P75,D1,evening,0
P75,D13,evening,0
P75,D67,evening,0
P75,D16,afternoon,1
P75,D3,afternoon,0
P75,D50,afternoon,0
P75,D86,evening,1
P75,D76,afternoon,0
P75,D69,evening,0
P75,D23,afternoon,1
P75,D54,afternoon,0
P75,D22,morning,0
P75,D17,evening,0
P75,D39,night,0
P75,D32,morning,0
P75,D0,morning,0
P75,D59,afternoon,1
P75,D10,afternoon,1
P75,D87,afternoon,0
P75,D70,morning,0
P75,D47,night,0
P75,D37,night,0
P75,D55,evening,0
P75,D63,evening,0
P75,D5,morning,1
P75,D31,night,0
P75,D77,afternoon,0
P75,D8,night,0
P75,D35,night,1
P75,D46,morning,0
P75,D9,morning,0
P75,D38,night,1
P75,D58,evening,0
P75,D64,evening,0
P76,D11,afternoon,0
P76,D85,afternoon,0
P76,D28,evening,0
P76,D35,night,1
P76,D82,night,0
P76,D76,afternoon,0
P76,D22,afternoon,0
P76,D33,night,0
P76,D72,night,0
P76,D77,night,0
P76,D44,afternoon,0
P76,D59,night,0
P76,D27,morning,0
P76,D26,night,0
P76,D12,night,0
P76,D3,night,0
P76,D57,afternoon,0
P76,D10,evening,0
P76,D71,morning,0
P76,D20,evening,0
P76,D34,evening,0
P76,D29,afternoon,0
P76,D15,morning,0
P76,D40,afternoon,0
P76,D87,night,0
P76,D31,evening,0
P76,D36,night,1
P76,D48,evening,0
P76,D30,evening,0
P76,D6,evening,0
P76,D37,evening,0
P76,D78,evening,0
P76,D13,afternoon,0
P76,D65,evening,0
P76,D21,afternoon,0
P76,D43,morning,0
P76,D14,afternoon,0
P76,D9,afternoon,0
P76,D24,evening,0
P76,D45,evening,0
P76,D62,morning,0
P76,D89,night,0
P76,D84,evening,0
P76,D32,afternoon,0
P76,D5,afternoon,0
P76,D58,morning,0
P76,D66,night,0
P76,D68,night,0
P76,D2,afternoon,0
P76,D47,morning,0
P76,D1,afternoon,0
P76,D17,morning,0
P76,D16,night,0
P76,D73,morning,0
P76,D56,evening,0
P76,D88,morning,0
P76,D19,afternoon,0
P76,D4,night,0
P76,D60,night,0
P76,D81,afternoon,1
P77,D34,afternoon,0
P77,D82,evening,0
P77,D46,afternoon,0
P77,D69,morning,0
P77,D38,morning,0
P77,D63,afternoon,0
P77,D44,night,0
P77,D64,morning,0
P77,D68,evening,0
P77,D24,evening,0
P77,D13,morning,0
P77,D73,afternoon,0
P77,D49,afternoon,0
P77,D14,night,0
P77,D26,night,0
P77,D75,morning,0
P77,D83,afternoon,0
P77,D60,evening,0
P77,D51,night,0
P77,D2,afternoon,0
P77,D89,evening,0
P77,D76,night,0
P77,D47,evening,0
P77,D55,morning,0
P77,D84,night,0
P77,D32,afternoon,0
P77,D54,afternoon,0
P77,D12,evening,0
P77,D79,morning,0
P77,D27,evening,0
P77,D35,afternoon,0
P77,D81,morning,0
P77,D16,afternoon,0
P77,D6,evening,0
P77,D61,night,0
P77,D15,evening,0
P77,D33,afternoon,0
P77,D36,afternoon,0
P77,D37,night,0
P77,D57,night,0
P77,D25,afternoon,0
P77,D19,evening,0
P77,D21,afternoon,0
P77,D42,afternoon,0
P77,D17,evening,0
P77,D11,morning,0
P77,D53,morning,0
P77,D1,evening,0
P77,D41,night,0
P77,D4,evening,0
P77,D59,morning,0
P77,D0,night,1
P77,D77,evening,0
P77,D22,evening,0
P77,D43,evening,0
P77,D7,evening,0
P77,D23,morning,0
P77,D85,evening,0
P77,D48,evening,0
P77,D71,evening,0
P78,D12,morning,0
P78,D73,evening,0
P78,D69,night,0
P78,D76,morning,0
P78,D38,evening,0
P78,D80,morning,0
P78,D8,night,0
P78,D35,morning,0
P78,D21,evening,0
P78,D18,afternoon,0
P78,D3,night,0
P78,D26,morning,0
P78,D78,evening,0
P78,D11,afternoon,0
P78,D2,morning,0
P78,D43,night,0
P78,D24,morning,0
P78,D31,night,0
P78,D30,afternoon,0
P78,D71,morning,0
P78,D23,afternoon,0
P78,D5,evening,0
P78,D70,evening,0
P78,D52,night,0
P78,D37,evening,0
P78,D33,morning,0
P78,D49,morning,0
P78,D57,morning,0
P78,D89,evening,0
P78,D20,morning,0
P78,D22,morning,0
P78,D75,evening,0
P78,D56,evening,0
P78,D17,night,0
P78,D79,afternoon,0
P78,D7,evening,0
P78,D74,night,0
P78,D0,evening,0
P78,D86,night,0
P78,D6,afternoon,0
P78,D50,morning,0
P78,D85,evening,0
P78,D29,night,0
P78,D62,afternoon,0
P78,D65,afternoon,0
P78,D14,evening,0
P78,D88,evening,0
P78,D15,afternoon,0
P78,D36,night,1
P78,D53,night,0
P78,D55,evening,0
P78,D64,afternoon,0
P78,D83,morning,0
P78,D10,evening,0
P78,D13,afternoon,0
P78,D54,night,0
P78,D59,evening,0
P78,D47,morning,0
P78,D40,afternoon,0
P78,D45,afternoon,0
P79,D23,night,0
P79,D31,night,0
P79,D72,night,0
P79,D27,afternoon,1
P79,D35,afternoon,0
P79,D48,night,0
P79,D30,night,0
P79,D0,morning,0
P79,D86,evening,0
P79,D78,afternoon,0
P79,D64,morning,0
P79,D18,evening,0
P79,D83,morning,0
P79,D37,afternoon,0
P79,D61,evening,0
P79,D80,evening,0
P79,D41,afternoon,0
P79,D87,evening,0
P79,D8,evening,1
P79,D33,evening,0
P79,D22,evening,0
P79,D42,evening,0
P79,D19,evening,0
P79,D49,night,0
P79,D60,night,0
P79,D16,morning,1
P79,D2,morning,0
P79,D51,night,0
P79,D66,evening,0
P79,D52,night,0
P79,D5,night,0
P79,D17,afternoon,0
P79,D71,night,0
P79,D68,afternoon,0
P79,D26,night,0
P79,D53,morning,0
P79,D39,morning,0
P79,D25,evening,0
P79,D75,night,0
P79,D38,night,1
P79,D13,afternoon,0
P79,D29,afternoon,0
P79,D67,evening,0
P79,D11,evening,0
P79,D44,morning,1
P79,D50,morning,0
P79,D12,evening,0
P79,D40,afternoon,0
P79,D70,morning,0
P79,D4,afternoon,0
P79,D1,night,0
P79,D57,night,0
P79,D89,night,0
P79,D36,afternoon,1
P79,D24,evening,0
P79,D7,night,0
P79,D84,night,0
P79,D43,morning,1
P79,D76,morning,0
P79,D28,afternoon,0
P80,D22,afternoon,0
P80,D41,evening,0
P80,D71,morning,1
P80,D65,night,0
P80,D15,evening,0
P80,D80,afternoon,0
P80,D48,morning,0
P80,D37,morning,0
P80,D86,afternoon,1
P80,D24,evening,0
P80,D40,afternoon,1
P80,D60,night,0
P80,D56,morning,0
P80,D75,night,0
P80,D4,evening,0
P80,D31,evening,0
P80,D35,evening,1
P80,D51,morning,1
P80,D76,afternoon,0
P80,D14,evening,0
P80,D72,evening,0
P80,D47,night,0
P80,D1,afternoon,0
P80,D2,afternoon,1
P80,D83,night,0
P80,D84,night,0
P80,D34,evening,0
P80,D3,morning,0
P80,D66,evening,0
P80,D82,afternoon,0
P80,D38,afternoon,0
P80,D55,morning,0
P80,D19,morning,0
P80,D43,morning,0
P80,D73,morning,0
P80,D85,morning,0
P80,D17,night,0
P80,D5,afternoon,1
P80,D52,evening,0
P80,D44,night,0
P80,D79,evening,0
P80,D23,afternoon,1
P80,D32,night,0
P80,D58,evening,0
P80,D54,evening,1
P80,D25,night,0
P80,D49,evening,0
P80,D67,night,0
P80,D68,evening,1
P80,D10,morning,0
P80,D29,night,0
P80,D42,afternoon,0
P80,D8,morning,1
P80,D74,night,0
P80,D64,evening,0
P80,D12,evening,0
P80,D89,night,0
P80,D9,evening,0
P80,D26,night,0
P80,D18,morning,1
P81,D70,morning,0
P81,D77,afternoon,0
P81,D8,night,0
P81,D26,morning,0
P81,D58,afternoon,0
P81,D88,night,0
P81,D86,evening,0
P81,D31,evening,0
P81,D9,morning,0
P81,D35,night,0
P81,D13,evening,0
P81,D25,evening,0
P81,D79,morning,0
P81,D61,evening,0
P81,D47,evening,0
P81,D23,night,0
P81,D30,morning,0
P81,D73,afternoon,0
P81,D34,afternoon,0
P81,D63,afternoon,0
P81,D83,night,0
P81,D38,afternoon,0
P81,D12,night,0
P81,D64,afternoon,0
P81,D87,morning,0
P81,D15,afternoon,0
P81,D76,night,0
P81,D14,night,0
P81,D44,afternoon,0
P81,D6,afternoon,0
P81,D54,evening,0
P81,D84,night,0
P81,D74,night,0
P81,D46,night,0
P81,D67,afternoon,0
P81,D17,afternoon,0
P81,D37,morning,0
P81,D33,evening,0
P81,D81,night,0
P81,D16,night,0
P81,D75,evening,0
P81,D80,morning,0
P81,D60,morning,0
P81,D57,morning,0
P81,D22,evening,0
P81,D71,night,0
P81,D69,morning,0
P81,D48,evening,0
P81,D40,night,0
P81,D39,night,0
P81,D78,evening,0
P81,D7,morning,0
P81,D59,evening,0
P81,D89,morning,0
P81,D4,afternoon,0
P81,D20,morning,0
P81,D50,afternoon,0
P81,D41,evening,0
P81,D1,evening,0
P81,D29,night,0
P82,D18,morning,0
P82,D19,morning,0
P82,D50,night,0
P82,D83,morning,0
P82,D52,evening,0
P82,D70,morning,0
P82,D14,evening,0
P82,D40,morning,0
P82,D57,afternoon,0
P82,D73,night,0
P82,D51,evening,0
P82,D0,afternoon,1
P82,D7,evening,0
P82,D55,morning,0
P82,D60,afternoon,0
P82,D86,night,0
P82,D12,evening,0
P82,D67,evening,0
P82,D54,morning,0
P82,D72,night,0
P82,D34,night,0
P82,D87,morning,0
P82,D65,night,0
P82,D25,evening,0
P82,D59,afternoon,0
P82,D13,night,0
P82,D79,evening,0
P82,D36,evening,1
P82,D21,night,0
P82,D33,evening,0
P82,D53,afternoon,0
P82,D44,night,0
P82,D20,morning,0
P82,D38,morning,0
P82,D26,morning,0
P82,D88,evening,0
P82,D16,morning,0
P82,D9,night,0
P82,D43,afternoon,0
P82,D35,night,0
P82,D61,evening,0
P82,D89,afternoon,0
P82,D68,evening,0
P82,D27,morning,0
P82,D82,evening,0
P82,D66,night,0
P82,D39,morning,0
P82,D80,afternoon,0
P82,D78,evening,0
P82,D3,afternoon,0
P82,D56,afternoon,0
P82,D29,afternoon,0
P82,D63,morning,0
P82,D17,morning,0
P82,D31,morning,0
P82,D45,morning,0
P82,D15,morning,0
P82,D77,morning,0
P82,D42,afternoon,0
P82,D46,afternoon,0
P83,D49,night,0
P83,D70,evening,0
P83,D35,morning,0
P83,D54,evening,0
P83,D73,night,0
P83,D60,morning,0
P83,D11,night,0
P83,D45,afternoon,0
P83,D40,evening,0
P83,D1,morning,0
P83,D16,evening,0
P83,D82,evening,0
P83,D72,morning,0
P83,D43,night,0
P83,D38,evening,0
P83,D12,morning,0
P83,D44,afternoon,0
P83,D7,afternoon,0
P83,D9,afternoon,0
P83,D86,morning,0
P83,D34,morning,0
P83,D48,morning,0
P83,D21,night,0
P83,D26,afternoon,0
P83,D14,evening,0
P83,D31,evening,0
P83,D79,evening,0
P83,D22,afternoon,0
P83,D88,night,0
P83,D89,night,0
P83,D75,morning,0
P83,D4,afternoon,0
P83,D8,afternoon,0
P83,D25,morning,0
P83,D78,night,0
P83,D71,evening,0
P83,D52,afternoon,0
P83,D28,evening,0
P83,D37,night,0
P83,D2,night,0
P83,D58,morning,0
P83,D61,afternoon,0
P83,D41,afternoon,0
P83,D56,morning,0
P83,D66,night,0
P83,D65,night,0
P83,D53,afternoon,0
P83,D20,morning,0
P83,D64,afternoon,0
P83,D19,afternoon,0
P83,D57,afternoon,0
P83,D10,morning,0
P83,D68,afternoon,0
P83,D63,afternoon,0
P83,D47,afternoon,0
P83,D3,night,0
P83,D13,morning,0
P83,D15,night,0
P83,D23,evening,0
P83,D80,morning,0
P84,D29,morning,0
P84,D74,afternoon,0
P84,D61,evening,0
P84,D4,afternoon,0
P84,D84,morning,0
P84,D26,evening,0
P84,D1,morning,0
P84,D66,morning,0
P84,D16,morning,0
P84,D0,evening,0
P84,D44,evening,0
P84,D75,morning,0
P84,D6,night,1
P84,D43,evening,0
P84,D20,afternoon,0
P84,D59,night,1
P84,D14,night,0
P84,D81,afternoon,1
P84,D8,morning,0
P84,D89,evening,0
P84,D46,afternoon,0
P84,D28,night,0
P84,D36,evening,1
P84,D38,night,0
P84,D2,afternoon,0
P84,D13,afternoon,0
P84,D18,evening,0
P84,D47,morning,0
P84,D30,evening,0
P84,D67,night,0
P84,D80,evening,0
P84,D7,night,0
P84,D12,afternoon,0
P84,D52,morning,0
P84,D63,evening,0
P84,D72,evening,0
P84,D51,night,0
P84,D85,night,0
P84,D21,evening,0
P84,D37,evening,0
P84,D15,afternoon,0
P84,D57,night,0
P84,D50,evening,0
P84,D73,morning,0
P84,D32,morning,0
P84,D17,evening,0
P84,D77,morning,0
P84,D79,night,1
P84,D71,evening,0
P84,D25,morning,0
P84,D22,morning,0
P84,D19,morning,0
P84,D55,evening,0
P84,D48,morning,0
P84,D45,morning,0
P84,D35,night,1
P84,D10,evening,0
